entidad,edad_original,edad,sexo,poblacion
Durango,19 Años,19,Hombres,15026
Durango,19 Años,19,Mujeres,14980
Durango,20 Años,20,Hombres,16930
Durango,20 Años,20,Mujeres,16814
Durango,21 Años,21,Hombres,14634
Durango,21 Años,21,Mujeres,14611
Durango,22 Años,22,Hombres,15986
Durango,22 Años,22,Mujeres,15543
Durango,23 Años,23,Hombres,14773
Durango,23 Años,23,Mujeres,14722
Durango,24 Años,24,Hombres,14613
Durango,24 Años,24,Mujeres,14962
Durango,25 Años,25,Hombres,15111
Durango,25 Años,25,Mujeres,15550
Durango,26 Años,26,Hombres,13529
Durango,26 Años,26,Mujeres,14479
Durango,27 Años,27,Hombres,13692
Durango,27 Años,27,Mujeres,14055
Durango,28 Años,28,Hombres,13928
Durango,28 Años,28,Mujeres,14585
Durango,29 Años,29,Hombres,12778
Durango,29 Años,29,Mujeres,13400
Durango,30 Años,30,Hombres,15585
Durango,30 Años,30,Mujeres,16182
Durango,31 Años,31,Hombres,11040
Durango,31 Años,31,Mujeres,11680
Durango,32 Años,32,Hombres,13313
Durango,32 Años,32,Mujeres,13945
Durango,33 Años,33,Hombres,11727
Durango,33 Años,33,Mujeres,12371
Durango,34 Años,34,Hombres,11567
Durango,34 Años,34,Mujeres,12116
Durango,35 Años,35,Hombres,12567
Durango,35 Años,35,Mujeres,13439
Durango,36 Años,36,Hombres,11511
Durango,36 Años,36,Mujeres,12624
Durango,37 Años,37,Hombres,10502
Durango,37 Años,37,Mujeres,11035
Durango,38 Años,38,Hombres,12381
Durango,38 Años,38,Mujeres,12731
Durango,39 Años,39,Hombres,10673
Durango,39 Años,39,Mujeres,11367
Durango,40 Años,40,Hombres,13723
Durango,40 Años,40,Mujeres,14283
Durango,41 Años,41,Hombres,8965
Durango,41 Años,41,Mujeres,9574
Durango,42 Años,42,Hombres,12862
Durango,42 Años,42,Mujeres,13278
Durango,43 Años,43,Hombres,10721
Durango,43 Años,43,Mujeres,11722
Durango,44 Años,44,Hombres,9507
Durango,44 Años,44,Mujeres,10341
Durango,45 Años,45,Hombres,12223
Durango,45 Años,45,Mujeres,12994
Durango,46 Años,46,Hombres,10061
Durango,46 Años,46,Mujeres,10694
Durango,47 Años,47,Hombres,10184
Durango,47 Años,47,Mujeres,10768
Durango,48 Años,48,Hombres,10373
Durango,48 Años,48,Mujeres,10963
Durango,49 Años,49,Hombres,9468
Durango,49 Años,49,Mujeres,10342
Durango,50 Años,50,Hombres,11617
Durango,50 Años,50,Mujeres,12618
Durango,51 Años,51,Hombres,7274
Durango,51 Años,51,Mujeres,8252
Durango,52 Años,52,Hombres,9860
Durango,52 Años,52,Mujeres,10793
Durango,53 Años,53,Hombres,8587
Durango,53 Años,53,Mujeres,9525
Durango,54 Años,54,Hombres,8642
Durango,54 Años,54,Mujeres,9841
Durango,55 Años,55,Hombres,8674
Durango,55 Años,55,Mujeres,9432
Durango,56 Años,56,Hombres,8322
Durango,56 Años,56,Mujeres,8837
Durango,57 Años,57,Hombres,6943
Durango,57 Años,57,Mujeres,7729
Durango,58 Años,58,Hombres,7238
Durango,58 Años,58,Mujeres,8283
Durango,59 Años,59,Hombres,6794
Durango,59 Años,59,Mujeres,7745
Durango,60 Años,60,Hombres,8652
Durango,60 Años,60,Mujeres,9449
Durango,61 Años,61,Hombres,4834
Durango,61 Años,61,Mujeres,5327
Durango,62 Años,62,Hombres,6515
Durango,62 Años,62,Mujeres,7291
Durango,63 Años,63,Hombres,6028
Durango,63 Años,63,Mujeres,6625
Durango,64 Años,64,Hombres,5606
Durango,64 Años,64,Mujeres,6209
Durango,65 Años,65,Hombres,6189
Durango,65 Años,65,Mujeres,6707
Durango,66 Años,66,Hombres,4390
Durango,66 Años,66,Mujeres,4933
Durango,67 Años,67,Hombres,4422
Durango,67 Años,67,Mujeres,4621
Durango,68 Años,68,Hombres,4955
Durango,68 Años,68,Mujeres,5613
Durango,69 Años,69,Hombres,3802
Durango,69 Años,69,Mujeres,4095
Durango,70 Años,70,Hombres,4748
Durango,70 Años,70,Mujeres,5008
Durango,71 Años,71,Hombres,2751
Durango,71 Años,71,Mujeres,2994
Durango,72 Años,72,Hombres,3897
Durango,72 Años,72,Mujeres,4278
Durango,73 Años,73,Hombres,3203
Durango,73 Años,73,Mujeres,3510
Durango,74 Años,74,Hombres,3159
Durango,74 Años,74,Mujeres,3408
Durango,75 Años,75,Hombres,3151
Durango,75 Años,75,Mujeres,3414
Durango,76 Años,76,Hombres,2579
Durango,76 Años,76,Mujeres,2944
Durango,77 Años,77,Hombres,2329
Durango,77 Años,77,Mujeres,2279
Durango,78 Años,78,Hombres,2572
Durango,78 Años,78,Mujeres,2508
Durango,79 Años,79,Hombres,1962
Durango,79 Años,79,Mujeres,1951
Durango,80 Años,80,Hombres,2284
Durango,80 Años,80,Mujeres,2560
Durango,81 Años,81,Hombres,1277
Durango,81 Años,81,Mujeres,1379
Durango,82 Años,82,Hombres,1628
Durango,82 Años,82,Mujeres,1790
Durango,83 Años,83,Hombres,1440
Durango,83 Años,83,Mujeres,1639
Durango,84 Años,84,Hombres,1429
Durango,84 Años,84,Mujeres,1600
Durango,85 Años,85,Hombres,1214
Durango,85 Años,85,Mujeres,1357
Durango,86 Años,86,Hombres,964
Durango,86 Años,86,Mujeres,1175
Durango,87 Años,87,Hombres,787
Durango,87 Años,87,Mujeres,905
Durango,88 Años,88,Hombres,653
Durango,88 Años,88,Mujeres,728
Durango,89 Años,89,Hombres,573
Durango,89 Años,89,Mujeres,686
Durango,90 Años,90,Hombres,533
Durango,90 Años,90,Mujeres,679
Durango,91 Años,91,Hombres,244
Durango,91 Años,91,Mujeres,307
Durango,92 Años,92,Hombres,285
Durango,92 Años,92,Mujeres,372
Durango,93 Años,93,Hombres,216
Durango,93 Años,93,Mujeres,274
Durango,94 Años,94,Hombres,163
Durango,94 Años,94,Mujeres,260
Durango,95 Años,95,Hombres,133
Durango,95 Años,95,Mujeres,205
Durango,96 Años,96,Hombres,112
Durango,96 Años,96,Mujeres,144
Durango,97 Años,97,Hombres,79
Durango,97 Años,97,Mujeres,106
Durango,98 Años,98,Hombres,54
Durango,98 Años,98,Mujeres,82
Durango,99 Años,99,Hombres,40
Durango,99 Años,99,Mujeres,57
Durango,100 años y más,100,Hombres,60
Durango,100 años y más,100,Mujeres,97
Durango,No especificado,NA,Hombres,1576
Durango,No especificado,NA,Mujeres,1599
Guanajuato,0 Años,0,Hombres,49887
Guanajuato,0 Años,0,Mujeres,48669
Guanajuato,1 Año,1,Hombres,53586
Guanajuato,1 Año,1,Mujeres,51448
Guanajuato,2 Años,2,Hombres,55746
Guanajuato,2 Años,2,Mujeres,54592
Guanajuato,3 Años,3,Hombres,55540
Guanajuato,3 Años,3,Mujeres,55198
Guanajuato,4 Años,4,Hombres,57986
Guanajuato,4 Años,4,Mujeres,56194
Guanajuato,5 Años,5,Hombres,57529
Guanajuato,5 Años,5,Mujeres,55148
Guanajuato,6 Años,6,Hombres,53524
Guanajuato,6 Años,6,Mujeres,52550
Guanajuato,7 Años,7,Hombres,55051
Guanajuato,7 Años,7,Mujeres,53971
Guanajuato,8 Años,8,Hombres,57870
Guanajuato,8 Años,8,Mujeres,55065
Guanajuato,9 Años,9,Hombres,53455
Guanajuato,9 Años,9,Mujeres,53382
Guanajuato,10 Años,10,Hombres,59523
Guanajuato,10 Años,10,Mujeres,56991
Guanajuato,11 Años,11,Hombres,53574
Guanajuato,11 Años,11,Mujeres,51694
Guanajuato,12 Años,12,Hombres,56757
Guanajuato,12 Años,12,Mujeres,55130
Guanajuato,13 Años,13,Hombres,54478
Guanajuato,13 Años,13,Mujeres,53282
Guanajuato,14 Años,14,Hombres,54344
Guanajuato,14 Años,14,Mujeres,53528
Guanajuato,15 Años,15,Hombres,56594
Guanajuato,15 Años,15,Mujeres,55275
Guanajuato,16 Años,16,Hombres,53350
Guanajuato,16 Años,16,Mujeres,52208
Guanajuato,17 Años,17,Hombres,56882
Guanajuato,17 Años,17,Mujeres,55942
Guanajuato,18 Años,18,Hombres,59562
Guanajuato,18 Años,18,Mujeres,58433
Guanajuato,19 Años,19,Hombres,51589
Guanajuato,19 Años,19,Mujeres,52257
Guanajuato,20 Años,20,Hombres,59544
Guanajuato,20 Años,20,Mujeres,61190
Guanajuato,21 Años,21,Hombres,49476
Guanajuato,21 Años,21,Mujeres,49685
Guanajuato,22 Años,22,Hombres,55564
Guanajuato,22 Años,22,Mujeres,56664
Guanajuato,23 Años,23,Hombres,52011
Guanajuato,23 Años,23,Mujeres,53010
Guanajuato,24 Años,24,Hombres,50553
Guanajuato,24 Años,24,Mujeres,52890
Guanajuato,25 Años,25,Hombres,53701
Guanajuato,25 Años,25,Mujeres,57292
Guanajuato,26 Años,26,Hombres,47835
Guanajuato,26 Años,26,Mujeres,52079
Guanajuato,27 Años,27,Hombres,47554
Guanajuato,27 Años,27,Mujeres,50642
Guanajuato,28 Años,28,Hombres,49896
Guanajuato,28 Años,28,Mujeres,52793
Guanajuato,29 Años,29,Hombres,43040
Guanajuato,29 Años,29,Mujeres,47036
Guanajuato,30 Años,30,Hombres,55313
Guanajuato,30 Años,30,Mujeres,61432
Guanajuato,31 Años,31,Hombres,35142
Guanajuato,31 Años,31,Mujeres,39490
Guanajuato,32 Años,32,Hombres,46725
Guanajuato,32 Años,32,Mujeres,52169
Guanajuato,33 Años,33,Hombres,40910
Guanajuato,33 Años,33,Mujeres,45869
Guanajuato,34 Años,34,Hombres,40273
Guanajuato,34 Años,34,Mujeres,45009
Guanajuato,35 Años,35,Hombres,47507
Guanajuato,35 Años,35,Mujeres,52175
Guanajuato,36 Años,36,Hombres,41930
Guanajuato,36 Años,36,Mujeres,47065
Guanajuato,37 Años,37,Hombres,36332
Guanajuato,37 Años,37,Mujeres,40335
Guanajuato,38 Años,38,Hombres,45283
Guanajuato,38 Años,38,Mujeres,48989
Guanajuato,39 Años,39,Hombres,37226
Guanajuato,39 Años,39,Mujeres,42203
Guanajuato,40 Años,40,Hombres,51079
Guanajuato,40 Años,40,Mujeres,56812
Guanajuato,41 Años,41,Hombres,29545
Guanajuato,41 Años,41,Mujeres,33137
Guanajuato,42 Años,42,Hombres,44397
Guanajuato,42 Años,42,Mujeres,48188
Guanajuato,43 Años,43,Hombres,36047
Guanajuato,43 Años,43,Mujeres,40795
Guanajuato,44 Años,44,Hombres,31481
Guanajuato,44 Años,44,Mujeres,35749
Guanajuato,45 Años,45,Hombres,43724
Guanajuato,45 Años,45,Mujeres,46914
Guanajuato,46 Años,46,Hombres,32865
Guanajuato,46 Años,46,Mujeres,36511
Guanajuato,47 Años,47,Hombres,32699
Guanajuato,47 Años,47,Mujeres,35681
Guanajuato,48 Años,48,Hombres,34500
Guanajuato,48 Años,48,Mujeres,38230
Guanajuato,49 Años,49,Hombres,30631
Guanajuato,49 Años,49,Mujeres,33905
Guanajuato,50 Años,50,Hombres,40430
Guanajuato,50 Años,50,Mujeres,45593
Guanajuato,51 Años,51,Hombres,23068
Guanajuato,51 Años,51,Mujeres,26250
Guanajuato,52 Años,52,Hombres,31878
Guanajuato,52 Años,52,Mujeres,35812
Guanajuato,53 Años,53,Hombres,26646
Guanajuato,53 Años,53,Mujeres,30841
Guanajuato,54 Años,54,Hombres,26288
Guanajuato,54 Años,54,Mujeres,31391
Guanajuato,55 Años,55,Hombres,28008
Guanajuato,55 Años,55,Mujeres,32229
Guanajuato,56 Años,56,Hombres,25612
Guanajuato,56 Años,56,Mujeres,28942
Guanajuato,57 Años,57,Hombres,20195
Guanajuato,57 Años,57,Mujeres,23547
Guanajuato,58 Años,58,Hombres,22535
Guanajuato,58 Años,58,Mujeres,25950
Guanajuato,59 Años,59,Hombres,20584
Guanajuato,59 Años,59,Mujeres,23206
Guanajuato,60 Años,60,Hombres,28669
Guanajuato,60 Años,60,Mujeres,32802
Guanajuato,61 Años,61,Hombres,14602
Guanajuato,61 Años,61,Mujeres,17098
Guanajuato,62 Años,62,Hombres,20026
Guanajuato,62 Años,62,Mujeres,23072
Guanajuato,63 Años,63,Hombres,19316
Guanajuato,63 Años,63,Mujeres,22203
Guanajuato,64 Años,64,Hombres,16870
Guanajuato,64 Años,64,Mujeres,19748
Guanajuato,65 Años,65,Hombres,21155
Guanajuato,65 Años,65,Mujeres,23596
Guanajuato,66 Años,66,Hombres,14156
Guanajuato,66 Años,66,Mujeres,16119
Guanajuato,67 Años,67,Hombres,13807
Guanajuato,67 Años,67,Mujeres,15159
Guanajuato,68 Años,68,Hombres,15764
Guanajuato,68 Años,68,Mujeres,18451
Guanajuato,69 Años,69,Hombres,11016
Guanajuato,69 Años,69,Mujeres,12542
Guanajuato,70 Años,70,Hombres,15272
Guanajuato,70 Años,70,Mujeres,17310
Guanajuato,71 Años,71,Hombres,8420
Guanajuato,71 Años,71,Mujeres,9312
Guanajuato,72 Años,72,Hombres,12076
Guanajuato,72 Años,72,Mujeres,13545
Guanajuato,73 Años,73,Hombres,10021
Guanajuato,73 Años,73,Mujeres,11688
Guanajuato,74 Años,74,Hombres,9604
Guanajuato,74 Años,74,Mujeres,11037
Guanajuato,75 Años,75,Hombres,10047
Guanajuato,75 Años,75,Mujeres,11251
Guanajuato,76 Años,76,Hombres,8078
Guanajuato,76 Años,76,Mujeres,9330
Guanajuato,77 Años,77,Hombres,6619
Guanajuato,77 Años,77,Mujeres,7214
Guanajuato,78 Años,78,Hombres,7730
Guanajuato,78 Años,78,Mujeres,8545
Guanajuato,79 Años,79,Hombres,5768
Guanajuato,79 Años,79,Mujeres,6528
Guanajuato,80 Años,80,Hombres,7413
Guanajuato,80 Años,80,Mujeres,8974
Guanajuato,81 Años,81,Hombres,3686
Guanajuato,81 Años,81,Mujeres,4276
Guanajuato,82 Años,82,Hombres,4831
Guanajuato,82 Años,82,Mujeres,5851
Guanajuato,83 Años,83,Hombres,4321
Guanajuato,83 Años,83,Mujeres,5634
Guanajuato,84 Años,84,Hombres,4204
Guanajuato,84 Años,84,Mujeres,5176
Guanajuato,85 Años,85,Hombres,4066
Guanajuato,85 Años,85,Mujeres,5105
Guanajuato,86 Años,86,Hombres,3218
Guanajuato,86 Años,86,Mujeres,4005
Guanajuato,87 Años,87,Hombres,2635
Guanajuato,87 Años,87,Mujeres,3292
Guanajuato,88 Años,88,Hombres,2228
Guanajuato,88 Años,88,Mujeres,2714
Guanajuato,89 Años,89,Hombres,1942
Guanajuato,89 Años,89,Mujeres,2542
Guanajuato,90 Años,90,Hombres,2084
Guanajuato,90 Años,90,Mujeres,2873
Guanajuato,91 Años,91,Hombres,905
Guanajuato,91 Años,91,Mujeres,1229
Guanajuato,92 Años,92,Hombres,1136
Guanajuato,92 Años,92,Mujeres,1573
Guanajuato,93 Años,93,Hombres,872
Guanajuato,93 Años,93,Mujeres,1303
Guanajuato,94 Años,94,Hombres,818
Guanajuato,94 Años,94,Mujeres,1210
Guanajuato,95 Años,95,Hombres,664
Guanajuato,95 Años,95,Mujeres,921
Guanajuato,96 Años,96,Hombres,454
Guanajuato,96 Años,96,Mujeres,753
Guanajuato,97 Años,97,Hombres,360
Guanajuato,97 Años,97,Mujeres,557
Guanajuato,98 Años,98,Hombres,329
Guanajuato,98 Años,98,Mujeres,466
Guanajuato,99 Años,99,Hombres,185
Guanajuato,99 Años,99,Mujeres,320
Guanajuato,100 años y más,100,Hombres,227
Guanajuato,100 años y más,100,Mujeres,456
Guanajuato,No especificado,NA,Hombres,6006
Guanajuato,No especificado,NA,Mujeres,6043
Guerrero,0 Años,0,Hombres,34013
Guerrero,0 Años,0,Mujeres,33436
Guerrero,1 Año,1,Hombres,32404
Guerrero,1 Año,1,Mujeres,31525
Guerrero,2 Años,2,Hombres,33544
Guerrero,2 Años,2,Mujeres,32584
Guerrero,3 Años,3,Hombres,34077
Guerrero,3 Años,3,Mujeres,33928
Guerrero,4 Años,4,Hombres,35294
Guerrero,4 Años,4,Mujeres,34653
Guerrero,5 Años,5,Hombres,35492
Guerrero,5 Años,5,Mujeres,34436
Guerrero,6 Años,6,Hombres,33443
Guerrero,6 Años,6,Mujeres,33457
Guerrero,7 Años,7,Hombres,35818
Guerrero,7 Años,7,Mujeres,35154
Guerrero,8 Años,8,Hombres,37282
Guerrero,8 Años,8,Mujeres,36093
Guerrero,9 Años,9,Hombres,35128
Guerrero,9 Años,9,Mujeres,34707
Guerrero,10 Años,10,Hombres,37845
Guerrero,10 Años,10,Mujeres,35808
Guerrero,11 Años,11,Hombres,33993
Guerrero,11 Años,11,Mujeres,33412
Guerrero,12 Años,12,Hombres,36069
Guerrero,12 Años,12,Mujeres,34615
Guerrero,13 Años,13,Hombres,33778
Guerrero,13 Años,13,Mujeres,33888
Guerrero,14 Años,14,Hombres,34548
Guerrero,14 Años,14,Mujeres,34537
Guerrero,15 Años,15,Hombres,34913
Guerrero,15 Años,15,Mujeres,35031
Guerrero,16 Años,16,Hombres,32286
Guerrero,16 Años,16,Mujeres,32474
Guerrero,17 Años,17,Hombres,34457
Guerrero,17 Años,17,Mujeres,33721
Guerrero,18 Años,18,Hombres,33909
Guerrero,18 Años,18,Mujeres,33637
Guerrero,19 Años,19,Hombres,27055
Guerrero,19 Años,19,Mujeres,29057
Guerrero,20 Años,20,Hombres,30502
Guerrero,20 Años,20,Mujeres,33177
Guerrero,21 Años,21,Hombres,23841
Guerrero,21 Años,21,Mujeres,26366
Guerrero,22 Años,22,Hombres,27107
Guerrero,22 Años,22,Mujeres,29983
Guerrero,23 Años,23,Hombres,26495
Guerrero,23 Años,23,Mujeres,29513
Guerrero,24 Años,24,Hombres,25745
Guerrero,24 Años,24,Mujeres,29238
Guerrero,25 Años,25,Hombres,26418
Guerrero,25 Años,25,Mujeres,30708
Guerrero,26 Años,26,Hombres,23169
Guerrero,26 Años,26,Mujeres,27487
Guerrero,27 Años,27,Hombres,23358
Guerrero,27 Años,27,Mujeres,26518
Guerrero,28 Años,28,Hombres,24048
Guerrero,28 Años,28,Mujeres,27608
Guerrero,29 Años,29,Hombres,21359
Guerrero,29 Años,29,Mujeres,25518
Guerrero,30 Años,30,Hombres,28706
Guerrero,30 Años,30,Mujeres,32687
Guerrero,31 Años,31,Hombres,17032
Guerrero,31 Años,31,Mujeres,20991
Guerrero,32 Años,32,Hombres,23111
Guerrero,32 Años,32,Mujeres,27128
Guerrero,33 Años,33,Hombres,20257
Guerrero,33 Años,33,Mujeres,24102
Guerrero,34 Años,34,Hombres,20538
Guerrero,34 Años,34,Mujeres,23424
Guerrero,35 Años,35,Hombres,22832
Guerrero,35 Años,35,Mujeres,26048
Guerrero,36 Años,36,Hombres,20454
Guerrero,36 Años,36,Mujeres,24299
Guerrero,37 Años,37,Hombres,18377
Guerrero,37 Años,37,Mujeres,21122
Guerrero,38 Años,38,Hombres,22526
Guerrero,38 Años,38,Mujeres,25698
Guerrero,39 Años,39,Hombres,18800
Guerrero,39 Años,39,Mujeres,22001
Guerrero,40 Años,40,Hombres,26090
Guerrero,40 Años,40,Mujeres,29077
Guerrero,41 Años,41,Hombres,14331
Guerrero,41 Años,41,Mujeres,16511
Guerrero,42 Años,42,Hombres,22251
Guerrero,42 Años,42,Mujeres,24921
Guerrero,43 Años,43,Hombres,18304
Guerrero,43 Años,43,Mujeres,21479
Guerrero,44 Años,44,Hombres,16666
Guerrero,44 Años,44,Mujeres,19490
Guerrero,45 Años,45,Hombres,21863
Guerrero,45 Años,45,Mujeres,23906
Guerrero,46 Años,46,Hombres,16458
Guerrero,46 Años,46,Mujeres,18880
Guerrero,47 Años,47,Hombres,16827
Guerrero,47 Años,47,Mujeres,18513
Guerrero,48 Años,48,Hombres,18265
Guerrero,48 Años,48,Mujeres,21179
Guerrero,49 Años,49,Hombres,16158
Guerrero,49 Años,49,Mujeres,18729
Guerrero,50 Años,50,Hombres,21917
Guerrero,50 Años,50,Mujeres,24465
Guerrero,51 Años,51,Hombres,11819
Guerrero,51 Años,51,Mujeres,13804
Guerrero,52 Años,52,Hombres,16864
Guerrero,52 Años,52,Mujeres,19460
Guerrero,53 Años,53,Hombres,14635
Guerrero,53 Años,53,Mujeres,17405
Guerrero,54 Años,54,Hombres,15158
Guerrero,54 Años,54,Mujeres,18545
Guerrero,55 Años,55,Hombres,16175
Guerrero,55 Años,55,Mujeres,18326
Guerrero,56 Años,56,Hombres,14873
Guerrero,56 Años,56,Mujeres,16761
Guerrero,57 Años,57,Hombres,12038
Guerrero,57 Años,57,Mujeres,13985
Guerrero,58 Años,58,Hombres,13747
Guerrero,58 Años,58,Mujeres,16064
Guerrero,59 Años,59,Hombres,12431
Guerrero,59 Años,59,Mujeres,14572
Guerrero,60 Años,60,Hombres,17329
Guerrero,60 Años,60,Mujeres,19382
Guerrero,61 Años,61,Hombres,8551
Guerrero,61 Años,61,Mujeres,10085
Guerrero,62 Años,62,Hombres,11425
Guerrero,62 Años,62,Mujeres,12795
Guerrero,63 Años,63,Hombres,10967
Guerrero,63 Años,63,Mujeres,12743
Guerrero,64 Años,64,Hombres,11023
Guerrero,64 Años,64,Mujeres,12465
Guerrero,65 Años,65,Hombres,12941
Guerrero,65 Años,65,Mujeres,14821
Guerrero,66 Años,66,Hombres,8966
Guerrero,66 Años,66,Mujeres,10076
Guerrero,67 Años,67,Hombres,9095
Guerrero,67 Años,67,Mujeres,10126
Guerrero,68 Años,68,Hombres,10504
Guerrero,68 Años,68,Mujeres,12002
Guerrero,69 Años,69,Hombres,7165
Guerrero,69 Años,69,Mujeres,8500
Guerrero,70 Años,70,Hombres,10907
Guerrero,70 Años,70,Mujeres,12374
Guerrero,71 Años,71,Hombres,5231
Guerrero,71 Años,71,Mujeres,5578
Guerrero,72 Años,72,Hombres,7903
Guerrero,72 Años,72,Mujeres,8474
Guerrero,73 Años,73,Hombres,6364
Guerrero,73 Años,73,Mujeres,7116
Guerrero,74 Años,74,Hombres,6241
Guerrero,74 Años,74,Mujeres,7256
Guerrero,75 Años,75,Hombres,7109
Guerrero,75 Años,75,Mujeres,7962
Guerrero,76 Años,76,Hombres,5539
Guerrero,76 Años,76,Mujeres,6099
Guerrero,77 Años,77,Hombres,4891
Guerrero,77 Años,77,Mujeres,5378
Guerrero,78 Años,78,Hombres,5832
Guerrero,78 Años,78,Mujeres,6491
Guerrero,79 Años,79,Hombres,4101
Guerrero,79 Años,79,Mujeres,4669
Guerrero,80 Años,80,Hombres,5779
Guerrero,80 Años,80,Mujeres,7015
Guerrero,81 Años,81,Hombres,2438
Guerrero,81 Años,81,Mujeres,2793
Guerrero,82 Años,82,Hombres,3340
Guerrero,82 Años,82,Mujeres,3924
Guerrero,83 Años,83,Hombres,3141
Guerrero,83 Años,83,Mujeres,3596
Guerrero,84 Años,84,Hombres,3199
Guerrero,84 Años,84,Mujeres,3985
Guerrero,85 Años,85,Hombres,3150
Guerrero,85 Años,85,Mujeres,3988
Guerrero,86 Años,86,Hombres,2290
Guerrero,86 Años,86,Mujeres,2747
Guerrero,87 Años,87,Hombres,1918
Guerrero,87 Años,87,Mujeres,2453
Guerrero,88 Años,88,Hombres,1590
Guerrero,88 Años,88,Mujeres,2051
Guerrero,89 Años,89,Hombres,1428
Guerrero,89 Años,89,Mujeres,1917
Guerrero,90 Años,90,Hombres,1724
Guerrero,90 Años,90,Mujeres,2268
Guerrero,91 Años,91,Hombres,530
Guerrero,91 Años,91,Mujeres,626
Guerrero,92 Años,92,Hombres,664
Guerrero,92 Años,92,Mujeres,867
Guerrero,93 Años,93,Hombres,573
Guerrero,93 Años,93,Mujeres,697
Guerrero,94 Años,94,Hombres,548
Guerrero,94 Años,94,Mujeres,690
Guerrero,95 Años,95,Hombres,462
Guerrero,95 Años,95,Mujeres,683
Guerrero,96 Años,96,Hombres,355
Guerrero,96 Años,96,Mujeres,529
Guerrero,97 Años,97,Hombres,257
Guerrero,97 Años,97,Mujeres,345
Guerrero,98 Años,98,Hombres,339
Guerrero,98 Años,98,Mujeres,418
Guerrero,99 Años,99,Hombres,244
Guerrero,99 Años,99,Mujeres,318
Guerrero,100 años y más,100,Hombres,470
Guerrero,100 años y más,100,Mujeres,709
Guerrero,No especificado,NA,Hombres,7196
Guerrero,No especificado,NA,Mujeres,7221
Hidalgo,0 Años,0,Hombres,20710
Hidalgo,0 Años,0,Mujeres,20596
Hidalgo,1 Año,1,Hombres,22957
Hidalgo,1 Año,1,Mujeres,22052
Hidalgo,2 Años,2,Hombres,24301
Hidalgo,2 Años,2,Mujeres,24122
Hidalgo,3 Años,3,Hombres,25629
Hidalgo,3 Años,3,Mujeres,25327
Hidalgo,4 Años,4,Hombres,26717
Hidalgo,4 Años,4,Mujeres,25778
Hidalgo,5 Años,5,Hombres,26808
Hidalgo,5 Años,5,Mujeres,26227
Hidalgo,6 Años,6,Hombres,25832
Hidalgo,6 Años,6,Mujeres,25561
Hidalgo,7 Años,7,Hombres,27084
Hidalgo,7 Años,7,Mujeres,26774
Hidalgo,8 Años,8,Hombres,28931
Hidalgo,8 Años,8,Mujeres,27881
Hidalgo,9 Años,9,Hombres,27372
Hidalgo,9 Años,9,Mujeres,27083
Hidalgo,10 Años,10,Hombres,29933
Hidalgo,10 Años,10,Mujeres,28970
Hidalgo,11 Años,11,Hombres,27654
Hidalgo,11 Años,11,Mujeres,26936
Hidalgo,12 Años,12,Hombres,29721
Hidalgo,12 Años,12,Mujeres,28772
Hidalgo,13 Años,13,Hombres,28257
Hidalgo,13 Años,13,Mujeres,27534
Hidalgo,14 Años,14,Hombres,27927
Hidalgo,14 Años,14,Mujeres,27972
Hidalgo,15 Años,15,Hombres,28889
Hidalgo,15 Años,15,Mujeres,27894
Hidalgo,16 Años,16,Hombres,27207
Hidalgo,16 Años,16,Mujeres,26759
Hidalgo,17 Años,17,Hombres,28754
Hidalgo,17 Años,17,Mujeres,27954
Hidalgo,18 Años,18,Hombres,28671
Hidalgo,18 Años,18,Mujeres,27985
Hidalgo,19 Años,19,Hombres,23905
Hidalgo,19 Años,19,Mujeres,24488
Hidalgo,20 Años,20,Hombres,26382
Hidalgo,20 Años,20,Mujeres,27009
Hidalgo,21 Años,21,Hombres,21707
Hidalgo,21 Años,21,Mujeres,22268
